Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,User_Rating,Accessibility_Complaints,Last_Inspection_Months,Number_of_Floors,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority
LOC0354,Kanpur Medical Center,Hospital,Kanpur,Uttar Pradesh,26.34739,80.21363,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Average,Good,Low,Yes,Yes,Yes,Low,33,4663,3.8,1,8,4,Average,No,77.4,Good,Medium
LOC0355,Delhi Grand Mall,Mall,Delhi,Delhi,28.660134,77.023747,Yes,Yes,No,No,No,Yes,No,No,Average,Average,Medium,Yes,Yes,No,High,21,13989,3.7,4,16,2,Average,Partial,60.5,Average,Medium
LOC0356,Udaipur Collectorate Office,Government Office,Udaipur,Rajasthan,24.693097,73.594803,No,Yes,Yes,Yes,No,Yes,Yes,No,Good,Good,Low,Yes,Yes,Yes,Medium,6,3644,3.8,1,19,3,Average,Yes,84.8,Good,Medium
LOC0357,Kochi Institute of Technology,College,Kochi,Kerala,9.868614,76.202667,No,No,Yes,No,No,Yes,Yes,No,Good,Poor,Low,Yes,No,Yes,Medium,15,3953,2.8,2,16,1,NA,Partial,45.4,Poor,High
LOC0358,Patna Public Garden,Park,Patna,Bihar,25.487028,85.280547,Yes,No,No,Yes,No,No,Yes,No,Poor,Poor,High,Yes,No,Yes,Low,8,1371,2.5,8,11,1,NA,Partial,46.5,Poor,High
LOC0359,Jaipur City Park,Park,Jaipur,Rajasthan,26.869184,75.771324,Yes,No,No,No,No,Yes,Yes,Yes,Good,Average,Low,Yes,Yes,No,Medium,3,260,2.9,4,12,1,NA,Yes,64.7,Average,Medium
LOC0360,Nashik Collectorate Office,Government Office,Nashik,Maharashtra,19.941047,73.93873,Yes,No,Yes,No,No,No,No,No,Poor,Average,Medium,Yes,No,No,Medium,5,4830,1.9,4,23,3,NA,Partial,37,Poor,High
LOC0361,Mumbai Grand Mall,Mall,Mumbai,Maharashtra,18.932984,72.93479,Yes,Yes,Yes,No,No,No,No,No,Good,Poor,High,Yes,Yes,No,Low,30,17271,3.5,2,12,6,Average,Yes,77.1,Good,Low
LOC0362,Mumbai Tehsil Office,Government Office,Mumbai,Maharashtra,19.140127,72.882331,Yes,No,No,No,No,No,Yes,No,Poor,Poor,Low,No,Yes,Yes,Low,38,4391,3,6,18,1,NA,No,19.5,Poor,High
LOC0363,Kochi Grand Mall,Mall,Kochi,Kerala,9.889047,76.22928,No,Yes,Yes,No,No,Yes,Yes,Yes,Good,Good,High,Yes,Yes,Yes,High,31,8544,3.3,5,2,3,Average,Yes,89.6,Good,Medium
LOC0364,Nashik Municipal Office,Government Office,Nashik,Maharashtra,19.849859,73.887418,Yes,No,No,Yes,Yes,Yes,No,No,Average,Average,Medium,No,Yes,Yes,Medium,16,2376,3.4,2,12,2,NA,Yes,70.8,Average,Medium
LOC0365,Nashik International Airport,Airport,Nashik,Maharashtra,20.119364,73.887719,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Average,Good,High,Yes,No,No,Low,34,5493,4.4,0,2,4,Good,Partial,100,Excellent,Low
LOC0366,Bhopal College of Engineering,College,Bhopal,Madhya Pradesh,23.201344,77.404043,No,Yes,No,No,No,No,No,No,Average,Good,Medium,Yes,No,Yes,Medium,5,3908,2.6,0,0,2,Poor,Partial,49.8,Poor,Medium
LOC0367,Indore Multispeciality Hospital,Hospital,Indore,Madhya Pradesh,22.569604,75.725533,Yes,Yes,Yes,No,No,No,Yes,Yes,Good,Good,Medium,Yes,Yes,No,Medium,26,4113,4.3,0,19,6,Good,Yes,96.1,Excellent,Low
LOC0368,Mysuru City Park,Park,Mysuru,Karnataka,12.247096,76.583487,Yes,Yes,Yes,No,No,No,No,Yes,Average,Average,Low,No,Yes,No,High,24,510,2.9,4,12,1,Good,Partial,54.7,Poor,High
LOC0369,Mysuru Airport Terminal,Airport,Mysuru,Karnataka,12.326909,76.595648,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Poor,Poor,Medium,Yes,Yes,Yes,Low,17,6128,3.6,1,19,2,Average,Partial,71.2,Average,Medium
LOC0370,Surat International Airport,Airport,Surat,Gujarat,21.195129,72.977311,Yes,Yes,No,No,No,Yes,No,Yes,Poor,Average,Medium,Yes,Yes,Yes,Medium,10,12740,2.7,1,12,6,Good,Yes,68.5,Average,Medium
LOC0371,Hyderabad Shopping Mall,Mall,Hyderabad,Telangana,17.235908,78.407469,Yes,No,Yes,No,No,Yes,Yes,No,Average,Average,Low,Yes,No,Yes,Low,43,19803,3.4,3,7,6,NA,Yes,63.8,Average,Medium
LOC0372,Jaipur Central Park,Park,Jaipur,Rajasthan,26.930452,75.860056,No,No,No,No,No,No,Yes,No,Average,Average,Low,Yes,Yes,No,Low,20,2104,3.4,4,0,1,NA,Partial,38,Poor,High
LOC0373,Mumbai City Bus Stop,Bus Stop,Mumbai,Maharashtra,19.13054,72.911989,No,No,No,No,No,No,No,No,Average,Good,Medium,No,Yes,No,High,18,2487,1.9,6,19,1,NA,No,22,Poor,High
LOC0374,Mysuru Plaza Mall,Mall,Mysuru,Karnataka,12.297831,76.496321,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Average,Good,Medium,Yes,Yes,Yes,Medium,41,11810,3.2,2,14,6,NA,No,75.9,Good,Low
LOC0375,Bengaluru College of Engineering,College,Bengaluru,Karnataka,13.095458,77.71999,Yes,Yes,No,No,No,Yes,No,Yes,Poor,Average,High,Yes,Yes,Yes,Medium,32,3022,3.5,1,18,2,Poor,Partial,65,Average,Medium
LOC0376,Mumbai Railway Station,Railway Station,Mumbai,Maharashtra,19.137502,72.802959,Yes,Yes,Yes,Yes,No,No,No,Yes,Good,Poor,Low,Yes,Yes,Yes,Low,20,9526,3,2,19,1,Poor,Partial,66.6,Average,Medium
LOC0377,Visakhapatnam Medical Center,Hospital,Visakhapatnam,Andhra Pradesh,17.67181,83.353526,No,No,Yes,No,No,No,Yes,Yes,Average,Average,High,Yes,No,No,Low,32,2904,3.8,1,2,4,NA,Partial,63.3,Average,Low
LOC0378,Delhi City Centre Mall,Mall,Delhi,Delhi,28.572558,77.14854,No,Yes,Yes,Yes,No,Yes,No,No,Good,Good,Medium,Yes,Yes,Yes,Low,43,19184,4.2,4,8,6,Average,Yes,90.2,Excellent,Medium
LOC0379,Guwahati Central Station,Railway Station,Guwahati,Assam,26.170643,91.704428,Yes,No,Yes,No,Yes,No,No,Yes,Average,Average,Low,Yes,Yes,No,Low,30,14515,2.9,2,6,3,NA,Partial,57.2,Average,Medium
LOC0380,Udaipur Plaza Mall,Mall,Udaipur,Rajasthan,24.562392,73.682701,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Poor,Good,Medium,Yes,No,Yes,Low,12,14517,4.8,1,19,2,Good,Yes,91.8,Excellent,Medium
LOC0381,Pune Shopping Mall,Mall,Pune,Maharashtra,18.639758,73.925988,No,Yes,Yes,Yes,Yes,No,No,No,Good,Average,High,Yes,Yes,No,Medium,32,6074,2.8,2,14,7,Average,Yes,83.7,Good,Low
LOC0382,Bhopal Junction,Railway Station,Bhopal,Madhya Pradesh,23.181046,77.281721,Yes,Yes,No,No,No,Yes,No,No,Poor,Average,Low,Yes,Yes,Yes,High,12,13323,2.4,4,7,1,Good,Yes,51,Poor,High
LOC0383,Kochi International Airport,Airport,Kochi,Kerala,9.99056,76.345099,Yes,Yes,Yes,No,No,Yes,No,Yes,Good,Average,High,Yes,Yes,Yes,High,42,10628,4.5,2,11,4,Good,Partial,94.2,Excellent,Low
LOC0384,Guwahati Shopping Mall,Mall,Guwahati,Assam,26.24898,91.795562,No,Yes,No,No,No,Yes,Yes,No,Poor,Average,Medium,Yes,Yes,Yes,Medium,16,17073,3.2,0,3,2,Poor,Yes,56.1,Average,Medium
LOC0385,Kanpur Bus Stand,Bus Stop,Kanpur,Uttar Pradesh,26.503173,80.431017,No,Yes,No,No,No,No,Yes,No,Good,Poor,Low,Yes,Yes,Yes,High,16,411,2.8,6,9,1,Average,No,34.2,Poor,High
LOC0386,Bhopal Public Garden,Park,Bhopal,Madhya Pradesh,23.392225,77.499498,No,No,No,No,No,No,Yes,No,Poor,Average,Low,Yes,No,Yes,Low,23,2069,2.9,4,2,1,NA,Partial,28.2,Poor,High
LOC0387,Udaipur Degree College,College,Udaipur,Rajasthan,24.675617,73.801348,Yes,Yes,No,Yes,No,No,No,No,Average,Good,Low,Yes,Yes,Yes,High,30,3717,2.9,1,0,3,Poor,Partial,58.9,Average,Medium
LOC0388,Visakhapatnam Heritage Fort,Tourist Attraction,Visakhapatnam,Andhra Pradesh,17.580775,83.236245,No,No,Yes,Yes,No,Yes,No,No,Poor,Average,Medium,Yes,Yes,Yes,Low,2,1058,2.4,3,16,1,NA,Partial,50.4,Poor,High
LOC0389,Nashik Temple Complex,Tourist Attraction,Nashik,Maharashtra,19.878799,73.694744,No,No,No,No,No,No,Yes,Yes,Average,Poor,High,No,Yes,Yes,Medium,7,989,3,2,18,1,NA,No,36.7,Poor,Medium
LOC0390,Indore Municipal Office,Government Office,Indore,Madhya Pradesh,22.586016,75.947486,Yes,No,No,No,Yes,No,No,No,Average,Good,Medium,Yes,Yes,No,Low,12,2536,3.5,3,0,2,NA,Yes,65.1,Average,Medium
LOC0391,Kolkata Airport Terminal,Airport,Kolkata,West Bengal,22.591579,88.28369,Yes,Yes,Yes,No,No,No,No,Yes,Good,Good,High,Yes,No,Yes,High,23,4381,3.9,3,22,2,Good,Yes,90,Excellent,Low
LOC0392,Ahmedabad Tehsil Office,Government Office,Ahmedabad,Gujarat,23.015605,72.494999,Yes,No,No,No,No,No,No,No,Poor,Good,Medium,No,Yes,Yes,Medium,9,3548,3.5,2,17,2,NA,No,37.4,Poor,High
LOC0393,Guwahati Museum,Tourist Attraction,Guwahati,Assam,26.071857,91.822838,Yes,Yes,Yes,No,No,Yes,No,No,Poor,Poor,Low,No,Yes,Yes,High,12,1571,4,10,22,1,Poor,Partial,32.7,Poor,High
LOC0394,Patna Junction,Railway Station,Patna,Bihar,25.483715,85.141572,Yes,Yes,Yes,No,No,Yes,No,Yes,Average,Good,High,Yes,Yes,Yes,Low,10,15229,2.7,1,10,3,Good,No,84.8,Good,Low
LOC0395,Kanpur City Centre Mall,Mall,Kanpur,Uttar Pradesh,26.514421,80.350176,No,Yes,No,No,No,No,Yes,No,Poor,Average,High,No,No,Yes,High,29,17399,4.3,6,13,7,Good,No,42.1,Poor,High
LOC0396,Bhopal District Office,Government Office,Bhopal,Madhya Pradesh,23.340192,77.335348,Yes,No,Yes,No,No,Yes,No,No,Average,Average,Medium,No,No,Yes,High,16,1834,1.7,6,16,1,NA,Yes,49.9,Poor,High
LOC0397,Kochi College of Engineering,College,Kochi,Kerala,9.906843,76.212488,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Average,Good,Low,Yes,No,Yes,Low,9,1470,2.9,2,20,3,NA,Yes,77.1,Good,Medium
LOC0398,Bhopal Grand Mall,Mall,Bhopal,Madhya Pradesh,23.307092,77.468541,No,Yes,No,No,No,No,No,No,Good,Average,High,Yes,No,Yes,High,11,11970,3.2,5,3,6,Good,Partial,61.1,Average,Medium
LOC0399,Hyderabad City Hospital,Hospital,Hyderabad,Telangana,17.350672,78.492688,Yes,Yes,Yes,Yes,No,No,No,No,Good,Good,High,Yes,Yes,No,Low,38,2412,2.6,1,18,3,Average,No,84.3,Good,Low
LOC0400,Indore Botanical Garden,Tourist Attraction,Indore,Madhya Pradesh,22.841489,75.85141,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Good,Good,Low,Yes,No,Yes,Low,2,237,2.6,3,4,1,Average,No,78.8,Good,Medium
LOC0401,Lucknow District Office,Government Office,Lucknow,Uttar Pradesh,26.87322,80.798881,No,No,Yes,No,No,No,No,Yes,Average,Good,High,Yes,No,No,Medium,35,1546,3.7,3,13,2,NA,Partial,56.8,Average,Low
LOC0402,Nagpur Bus Depot,Bus Stop,Nagpur,Maharashtra,21.194038,79.115849,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Poor,Poor,High,Yes,Yes,No,High,20,1910,3.5,2,18,1,Poor,Partial,65.2,Average,Medium
LOC0403,Udaipur Grand Mall,Mall,Udaipur,Rajasthan,24.666006,73.67395,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Average,Average,High,No,Yes,No,High,34,4303,3.6,2,17,4,Average,Yes,86.7,Good,Low
LOC0404,Nashik Bus Depot,Bus Stop,Nashik,Maharashtra,19.994698,73.714862,No,No,Yes,Yes,No,Yes,No,No,Poor,Average,Medium,Yes,Yes,No,Low,5,1205,2.2,2,7,1,NA,Partial,50,Poor,High
LOC0405,Nagpur Government College,College,Nagpur,Maharashtra,21.056931,78.956956,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Poor,Good,High,No,Yes,No,High,17,1743,3.6,12,11,1,Poor,Yes,70.5,Average,High
LOC0406,Bengaluru Junction,Railway Station,Bengaluru,Karnataka,12.94272,77.620447,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Average,Average,High,Yes,Yes,Yes,High,41,5988,3.8,4,23,1,Average,Partial,85.8,Good,Medium
LOC0407,Visakhapatnam College of Engineering,College,Visakhapatnam,Andhra Pradesh,17.720642,83.122862,Yes,No,Yes,No,Yes,Yes,No,Yes,Average,Good,Medium,Yes,Yes,Yes,High,12,1981,4.3,6,4,3,NA,Partial,73.5,Average,Medium
LOC0408,Guwahati Bus Depot,Bus Stop,Guwahati,Assam,26.045708,91.716426,Yes,Yes,No,No,No,No,No,No,Average,Good,Low,No,Yes,No,Low,12,2888,2,7,7,1,Poor,No,36.4,Poor,High
LOC0409,Lucknow Botanical Garden,Tourist Attraction,Lucknow,Uttar Pradesh,26.746269,80.848004,No,Yes,Yes,Yes,Yes,Yes,No,No,Average,Poor,Low,No,No,No,Medium,23,1365,3,1,2,1,Poor,No,43.9,Poor,High
LOC0410,Delhi Heritage Fort,Tourist Attraction,Delhi,Delhi,28.576345,77.218457,No,No,No,No,No,Yes,No,No,Good,Average,High,Yes,Yes,Yes,Medium,21,298,3.1,4,6,1,NA,No,53.2,Poor,Medium
LOC0411,Mumbai Central Park,Park,Mumbai,Maharashtra,18.992889,72.743675,Yes,Yes,No,Yes,No,No,No,Yes,Average,Good,High,No,No,Yes,Low,10,214,3.5,5,0,1,Poor,Yes,79.5,Good,Low
LOC0412,Udaipur Municipal Office,Government Office,Udaipur,Rajasthan,24.721817,73.823685,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Average,Average,Medium,Yes,Yes,Yes,High,12,3814,2.1,0,7,3,Average,Yes,85.2,Good,Medium
LOC0413,Chennai Airport Terminal,Airport,Chennai,Tamil Nadu,13.108018,80.157613,Yes,No,Yes,Yes,No,Yes,Yes,No,Good,Average,Medium,Yes,No,No,High,28,11919,3.9,1,1,2,NA,Yes,84.8,Good,Medium
LOC0414,Jaipur Grand Mall,Mall,Jaipur,Rajasthan,26.811649,75.874252,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Average,Good,Medium,Yes,Yes,No,Medium,33,17316,2.7,2,4,6,Good,Yes,91.9,Excellent,Low
LOC0415,Ahmedabad Shopping Mall,Mall,Ahmedabad,Gujarat,23.002091,72.558192,Yes,Yes,No,No,Yes,No,No,Yes,Average,Average,Medium,Yes,Yes,Yes,Medium,20,17793,2.1,2,23,2,Good,Yes,71.2,Average,Medium
LOC0416,Mysuru Government College,College,Mysuru,Karnataka,12.416112,76.690617,Yes,Yes,No,Yes,No,Yes,Yes,No,Good,Good,High,Yes,Yes,Yes,Low,14,1732,3.5,2,12,3,Good,Yes,100,Excellent,Low
LOC0417,Kanpur City Park,Park,Kanpur,Uttar Pradesh,26.535959,80.285544,No,No,Yes,Yes,No,Yes,No,No,Average,Average,Low,Yes,Yes,Yes,Medium,22,765,2.3,2,4,1,NA,Partial,50.7,Poor,High
LOC0418,Bengaluru Bus Depot,Bus Stop,Bengaluru,Karnataka,12.996483,77.549504,No,No,No,No,No,Yes,No,No,Poor,Average,Medium,No,Yes,No,Medium,18,671,2.3,8,12,1,NA,Partial,25.7,Poor,High
LOC0419,Delhi Central Station,Railway Station,Delhi,Delhi,28.706214,77.061806,Yes,No,No,No,No,Yes,Yes,No,Good,Average,Medium,Yes,Yes,No,High,34,19807,2.7,6,17,2,NA,Partial,58.8,Average,Medium
LOC0420,Thane City Bus Stop,Bus Stop,Thane,Maharashtra,19.207084,73.023601,Yes,No,No,No,No,No,No,No,Average,Good,High,Yes,Yes,No,Medium,24,352,2.2,4,16,1,NA,No,47,Poor,Medium
LOC0421,Thiruvananthapuram Heritage Fort,Tourist Attraction,Thiruvananthapuram,Kerala,8.620903,77.029252,No,No,No,Yes,No,No,No,Yes,Good,Average,Medium,Yes,No,No,Medium,19,2197,2.1,3,16,1,NA,Partial,51.5,Poor,Medium
LOC0422,Pune City Centre Mall,Mall,Pune,Maharashtra,18.414873,73.987312,No,Yes,Yes,Yes,No,Yes,No,Yes,Good,Poor,High,Yes,Yes,Yes,Medium,43,13032,2.9,1,13,2,Good,Partial,83,Good,Low
LOC0423,Nagpur Bus Depot,Bus Stop,Nagpur,Maharashtra,21.210662,79.125849,Yes,No,No,No,No,Yes,No,No,Poor,Average,Medium,Yes,Yes,No,Medium,6,2190,2.3,7,21,1,NA,Partial,38.1,Poor,High
LOC0424,Pune City Hospital,Hospital,Pune,Maharashtra,18.46794,73.942032,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Poor,Average,Low,Yes,Yes,Yes,High,5,3979,3.8,5,8,5,Good,Yes,82.2,Good,High
LOC0425,Nagpur International Airport,Airport,Nagpur,Maharashtra,21.071232,79.04852,Yes,Yes,Yes,Yes,Yes,No,No,No,Good,Average,High,Yes,Yes,Yes,Medium,42,7064,3.1,0,0,4,Average,Yes,100,Excellent,Low
LOC0426,Thiruvananthapuram City Hospital,Hospital,Thiruvananthapuram,Kerala,8.385767,76.80117,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Good,Average,Medium,Yes,Yes,Yes,Low,10,3597,2.7,0,21,4,Poor,Yes,89.9,Good,Low
LOC0427,Surat Collectorate Office,Government Office,Surat,Gujarat,21.157327,72.765203,No,No,Yes,No,No,No,No,Yes,Poor,Poor,Medium,No,No,No,Medium,39,3716,3.3,3,16,2,NA,Partial,26.1,Poor,High
LOC0428,Thane District Office,Government Office,Thane,Maharashtra,19.304856,73.00691,No,No,No,No,No,Yes,No,No,Good,Average,High,Yes,Yes,Yes,Low,23,3127,2.7,2,10,3,NA,No,55,Average,Low
LOC0429,Bhopal Collectorate Office,Government Office,Bhopal,Madhya Pradesh,23.336797,77.301057,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Good,Poor,High,Yes,Yes,No,Low,39,1434,2.8,2,5,3,Good,Partial,92.1,Excellent,Low
LOC0430,Pune Shopping Mall,Mall,Pune,Maharashtra,18.424019,73.796897,Yes,No,No,No,Yes,No,No,Yes,Poor,Average,Medium,No,Yes,Yes,Medium,8,18141,2.9,1,12,3,NA,No,42.1,Poor,High
LOC0431,Chandigarh City Hospital,Hospital,Chandigarh,Chandigarh,30.720499,76.916027,Yes,Yes,Yes,No,No,No,Yes,Yes,Average,Average,Low,Yes,Yes,Yes,Medium,24,4521,3.4,1,8,4,Good,Yes,76.2,Good,Medium
LOC0432,Guwahati District Office,Government Office,Guwahati,Assam,26.14616,91.745751,Yes,Yes,No,No,Yes,Yes,No,No,Average,Good,High,Yes,Yes,No,Low,37,4719,2.7,3,1,1,Average,Partial,80.5,Good,Low
LOC0433,Patna Central Park,Park,Patna,Bihar,25.541657,85.118416,Yes,No,No,Yes,No,Yes,No,No,Average,Poor,Low,Yes,No,Yes,Low,2,2900,2.5,3,16,1,NA,No,38.7,Poor,High
LOC0434,Udaipur Junction,Railway Station,Udaipur,Rajasthan,24.506811,73.650331,Yes,Yes,Yes,No,No,Yes,No,No,Poor,Good,Medium,Yes,Yes,Yes,Low,36,11423,3.3,3,10,1,Poor,Yes,70,Average,Medium
LOC0435,Kanpur Public Garden,Park,Kanpur,Uttar Pradesh,26.417297,80.396625,No,No,No,No,No,Yes,No,No,Poor,Average,Medium,Yes,Yes,No,Medium,21,232,2.8,4,13,1,NA,Partial,33.2,Poor,High
LOC0436,Indore City Hospital,Hospital,Indore,Madhya Pradesh,22.628709,75.870266,No,No,Yes,No,Yes,No,No,Yes,Good,Average,High,No,Yes,Yes,Low,21,1011,4,2,18,7,NA,Yes,73.7,Average,Low
LOC0437,Lucknow College of Engineering,College,Lucknow,Uttar Pradesh,26.981887,80.895976,Yes,Yes,Yes,No,No,No,No,Yes,Good,Average,High,Yes,Yes,Yes,Low,30,4499,2,1,9,3,Average,Partial,83.9,Good,Low
LOC0438,Lucknow Government College,College,Lucknow,Uttar Pradesh,26.922125,80.984664,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Good,Good,High,Yes,No,Yes,High,29,4172,4.1,3,12,1,Good,Yes,100,Excellent,Low
LOC0439,Kochi Central Park,Park,Kochi,Kerala,9.964066,76.267362,Yes,No,No,No,Yes,No,No,No,Poor,Average,Medium,Yes,Yes,No,Medium,12,682,3.5,1,12,1,NA,Partial,46.9,Poor,High
LOC0440,Mumbai Botanical Garden,Tourist Attraction,Mumbai,Maharashtra,18.941692,72.999093,Yes,No,Yes,No,No,Yes,No,Yes,Good,Poor,High,Yes,Yes,Yes,Low,5,211,2.4,5,3,1,NA,No,64.8,Average,Medium
LOC0441,Nashik Collectorate Office,Government Office,Nashik,Maharashtra,19.930342,73.828289,No,No,Yes,No,No,Yes,No,No,Average,Good,High,No,No,Yes,Low,39,2963,2.2,5,21,2,NA,Partial,52.5,Poor,Medium
LOC0442,Coimbatore Heritage Fort,Tourist Attraction,Coimbatore,Tamil Nadu,11.011767,77.00821,No,No,No,No,No,No,Yes,Yes,Good,Good,Medium,Yes,Yes,Yes,Low,16,1008,3.2,1,6,1,NA,Yes,68.9,Average,Medium
LOC0443,Kochi Plaza Mall,Mall,Kochi,Kerala,9.999065,76.303399,No,Yes,No,No,Yes,Yes,Yes,No,Average,Average,High,Yes,No,Yes,Medium,42,11025,4.8,2,7,5,Good,Yes,82.8,Good,Low
LOC0444,Visakhapatnam Bus Depot,Bus Stop,Visakhapatnam,Andhra Pradesh,17.805864,83.345955,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Poor,Average,Low,No,Yes,Yes,Medium,9,1718,2.6,5,13,1,NA,No,49.8,Poor,High
LOC0445,Pune Junction,Railway Station,Pune,Maharashtra,18.391966,73.819567,Yes,No,No,No,No,Yes,No,No,Average,Average,Low,Yes,Yes,Yes,High,42,9368,3,2,22,3,NA,Yes,47.1,Poor,High
LOC0446,Thiruvananthapuram Bus Depot,Bus Stop,Thiruvananthapuram,Kerala,8.46335,76.931539,No,Yes,No,No,No,No,No,No,Average,Good,High,Yes,No,No,Medium,11,2686,2,4,8,1,Average,No,45.6,Poor,Medium
LOC0447,Kochi Collectorate Office,Government Office,Kochi,Kerala,9.864795,76.368219,No,Yes,No,Yes,No,No,Yes,No,Poor,Average,High,Yes,Yes,Yes,Low,13,1747,3.8,2,18,1,Average,Partial,64.1,Average,Medium
LOC0448,Kolkata Public Garden,Park,Kolkata,West Bengal,22.59318,88.503722,No,Yes,No,No,No,Yes,No,No,Average,Poor,Medium,Yes,Yes,Yes,High,3,2608,2.8,3,10,1,Good,No,40.5,Poor,High
LOC0449,Lucknow Railway Station,Railway Station,Lucknow,Uttar Pradesh,26.710676,81.007477,No,Yes,Yes,Yes,No,No,No,No,Average,Average,Low,Yes,Yes,Yes,Medium,16,17526,2.8,1,15,3,Good,Yes,62.4,Average,Medium
LOC0450,Lucknow Bus Stand,Bus Stop,Lucknow,Uttar Pradesh,26.809323,80.937592,No,No,No,No,No,No,No,Yes,Poor,Good,High,No,Yes,No,Medium,14,1225,2.6,4,7,1,NA,No,32.5,Poor,High
LOC0451,Jaipur Degree College,College,Jaipur,Rajasthan,26.843097,75.739172,No,Yes,Yes,Yes,Yes,No,No,No,Average,Good,High,No,No,Yes,High,14,2072,4.6,2,7,3,Average,Yes,80.2,Good,Low
LOC0452,Pune City Park,Park,Pune,Maharashtra,18.511479,73.857981,No,No,Yes,No,No,No,No,No,Poor,Good,Medium,Yes,No,No,Medium,15,1992,3,3,15,1,NA,Yes,40.4,Poor,High
LOC0453,Indore District Office,Government Office,Indore,Madhya Pradesh,22.617138,75.945999,Yes,No,No,No,No,No,No,No,Poor,Average,Low,Yes,Yes,Yes,High,34,2645,2,1,10,3,NA,Partial,28.7,Poor,High
LOC0454,Mumbai Domestic Airport,Airport,Mumbai,Maharashtra,19.096833,72.882623,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Average,High,Yes,Yes,Yes,High,42,11321,4.1,4,17,4,Good,Yes,100,Excellent,Medium
LOC0455,Ahmedabad Junction,Railway Station,Ahmedabad,Gujarat,23.139993,72.503598,Yes,Yes,Yes,Yes,No,Yes,No,No,Good,Average,Medium,Yes,Yes,Yes,Medium,10,5397,3.4,3,3,3,Average,Partial,89.3,Good,Low
LOC0456,Coimbatore Grand Mall,Mall,Coimbatore,Tamil Nadu,11.098571,76.967775,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Average,Average,High,Yes,No,Yes,Medium,25,3503,2.9,1,19,3,Good,Yes,99.1,Excellent,Low
LOC0457,Visakhapatnam International Airport,Airport,Visakhapatnam,Andhra Pradesh,17.565723,83.105966,Yes,Yes,Yes,Yes,Yes,No,No,No,Average,Poor,High,Yes,No,Yes,Medium,30,14279,3.4,0,13,6,Good,Yes,84.2,Good,Low
LOC0458,Delhi Domestic Airport,Airport,Delhi,Delhi,28.827544,76.991738,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Average,Good,High,Yes,Yes,No,Medium,29,7911,3.8,0,3,3,NA,Yes,97,Excellent,Low
LOC0459,Mumbai Degree College,College,Mumbai,Maharashtra,19.066707,72.743379,Yes,No,Yes,No,No,Yes,No,Yes,Average,Average,High,Yes,No,No,Medium,38,570,3.7,2,0,2,NA,Partial,71.5,Average,Low
LOC0460,Mysuru City Bus Stop,Bus Stop,Mysuru,Karnataka,12.342343,76.52031,No,Yes,No,No,No,No,No,No,Average,Poor,Low,Yes,Yes,Yes,Medium,14,2777,2.4,5,8,1,Good,Partial,33,Poor,High
LOC0461,Chandigarh Tehsil Office,Government Office,Chandigarh,Chandigarh,30.598141,76.676429,Yes,No,Yes,No,No,No,No,No,Average,Poor,High,Yes,Yes,Yes,Medium,29,3630,3.6,1,23,3,NA,Partial,54.5,Poor,Medium
LOC0462,Mumbai College of Engineering,College,Mumbai,Maharashtra,18.949203,72.963332,No,Yes,Yes,No,No,Yes,No,Yes,Good,Average,High,Yes,No,Yes,Medium,34,3044,3.9,2,19,2,Good,No,76.3,Good,Low
LOC0463,Kanpur District Office,Government Office,Kanpur,Uttar Pradesh,26.554616,80.278606,No,Yes,No,No,Yes,Yes,No,No,Average,Good,Low,Yes,Yes,No,Medium,38,3043,2.7,4,7,2,Average,Yes,56.9,Average,Medium
LOC0464,Nashik Lake View Point,Tourist Attraction,Nashik,Maharashtra,19.893391,73.92007,Yes,No,No,No,Yes,Yes,No,Yes,Average,Average,Medium,Yes,Yes,Yes,Low,17,2547,4.3,2,17,1,NA,Partial,69.8,Average,Medium
